compound_id	smiles	library	compound_code	compound_name	coadd_project_id	coadd_cc50_ma_007_ug_ml	coadd_mic_gn_034_ug_ml	coadd_mic_gn_042_ug_ml	coadd_mic_gp_020_ug_ml	coadd_mic_gn_001_ug_ml	coadd_mic_gn_003_ug_ml	coadd_mic_fg_001_ug_ml	coadd_mic_fg_002_ug_ml	coadd_hc10_ha_150_ug_ml	coadd_mic_gn_034_um	coadd_mic_gn_042_um	coadd_mic_gn_003_um	coadd_mic_fg_002_um	coadd_mic_gn_001_um	coadd_mic_fg_001_um	coadd_mic_gp_020_um	coadd_cc50_ma_007_um	coadd_hc10_ha_150_um	coadd_mic_gn_211_um	coadd_mic_gn_211_ug_ml	coadd_mic_gp_019_ug_ml	coadd_mic_gp_023_ug_ml	coadd_mic_gp_064_ug_ml	coadd_mic_fg_005_ug_ml	coadd_mic_fg_006_ug_ml	coadd_mic_fg_011_ug_ml	coadd_mic_fg_007_ug_ml	coadd_mic_gp_030_ug_ml	coadd_mic_gp_020_s50_ug_ml	coadd_mic_gp_025_ug_ml	coadd_mic_gn_049_ug_ml	coadd_mic_fg_001_s50_ug_ml	coadd_mic_fg_002_s20_ug_ml	coadd_mic_gn_032_ug_ml	coadd_mic_gn_046_ug_ml	coadd_mic_gn_034_s50_ug_ml	coadd_mic_gn_004_ug_ml	coadd_mic_gn_043_ug_ml	coadd_mic_gn_045_ug_ml	coadd_mic_gn_093_ug_ml	coadd_mic_gn_111_ug_ml	coadd_mic_gn_034_s20_ug_ml	coadd_mic_fg_018_ug_ml	coadd_mic_gp_011_ug_ml	coadd_mic_gp_035_ug_ml	coadd_mic_gn_001_s50_ug_ml
CO-ADD:0137576	O=C(N([H])C1=CN(C)C(C(N(C2=CN(C)C(C(N([H])CCC(N)=N)=O)=C2)[H])=O)=C1)C3=CC=C(/C=C/C4=CC=C(OC)C=C4)N=C3.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-29/21		CO-ADD:PC0079	32	32	32	2	32	32	32	1																																						
CO-ADD:0137578	O=C(NCCN1CCOCC1)C2=C(CCC3=CC=CC=C3)SC(NC(C4=CC(NC(C5=CC=C(OC)C=C5)=N)=CN4C)=O)=N2	University of Strathclyde (UK)	AIK-29/32		CO-ADD:PC0079	7.47	32	32	16	32	32	32	1																																						
CO-ADD:0137580	CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC(C=CC=C4)=C4N=C3)=O)C=C1C(NC5=CN(CCCC6=CC=CC=C6)C(C(NCCN7CCOCC7)=O)=C5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-29/1		CO-ADD:PC0079	9.49	32	32	32	32	32	32	4																																						
CO-ADD:0137582	O=C(NCCN1CCOCC1)C2=C(CCC3=CC=CC=C3)SC(NC(C4=CC(NC(C5=CN=C(/C=C/C6=CC=C(OC)C=C6)C=C5)=O)=CN4C)=O)=N2.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-29/31		CO-ADD:PC0079	32	32	32	32	32	32	32	32																																						
CO-ADD:0137584	CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC(C=CC=C4)=C4N=C3)=O)C=C1C(NC5=CN(C)C(C(NCCN(C)C)=O)=C5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-28/35		CO-ADD:PC0079	2.72	32	32	1	32	32	32	16																																						
CO-ADD:0137585	CN1C=C(NC(C2=CC(NC(C3=CN=C(/C=C/C4=CC=C(OC)C=C4)C=C3)=O)=CN2C)=O)C=C1C(NCCN5CCC(OC)CC5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-28/54		CO-ADD:PC0079	2.7	32	32	1	32	32	32	32																																						
CO-ADD:0137587	CN1C=C(NC(C2=CC(NC(C3=CN=C(/C=C/C4=CC=C(OC)C=C4)C=C3)=O)=CN2C)=O)C=C1C(N5CCC(OCCOC)CC5)=O.S(O)(O)(=O)=O	University of Strathclyde (UK)	AIK-28/74		CO-ADD:PC0079	15.5	32	32	32	32	32	32	32																																						
CO-ADD:0137595	O=C(NCCC(N)=N)C1=CC(NC(C2=CC(NC(C(C)(C)C)=O)=CN2C)=O)=CN1C.OC(C(F)(F)F)=O	University of Strathclyde (UK)	DB3		CO-ADD:PC0079	12.3	32	32	32	32	32	32	32																																						
CO-ADD:0137596	O=C(NCCC(N)=N)C1=CC(NC(C2=CC(NC(C)=O)=CN2C)=O)=CN1C.OC(C(F)(F)F)=O	University of Strathclyde (UK)	DB1-frac 1		CO-ADD:PC0079	32	32	32	32	32	32	32	32																																						
CO-ADD:0137598	CN1C=C(NC(C(C=C2)=CN=C2/C=C/C3=CC=C(N(C)C)C=C3)=O)C=C1C(NC4=CN(C)C(C(NCCN(C)C)=O)=C4)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-28/33		CO-ADD:PC0079	2.17	32	32	1	32	32	1	2																																						
CO-ADD:0135739	n1c(c(c(C=O)cc2)ccc1)c2O	NIH/NCI (USA) - Diversity Set V	0122131:01		CO-ADD:PL0011										10	10	10	1.25	10	0.625	10	10																													
CO-ADD:0137075	[Cl-].C(/c(ccc(N(CC)CC)c1)c1)(c(ccc(N(CC)CC)c2)c2)=C(/C=CC3=[N+](CC)/CC)C=C3	NIH/NCI (USA) - Diversity Set V	0008675:01		CO-ADD:PL0011										10	10	10	1.25	10			1.302																													
CO-ADD:0137085	[H]N1CCN=C1c(ccc(NC(=O)c(c(ccc2C(Nc(ccc(C(N(CC3)[H])=N3)c4)c4)=O)Cl)c2)c5)c5	NIH/NCI (USA) - Diversity Set V	0067436:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137600	CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC(C=CC=C4)=C4N=C3)=O)C=C1C(NC5=CN(C)C(C(NCCN(C)C)=O)=C5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-28/36		CO-ADD:PC0079	6.4	32	32	1	32	32	32	16																																						
CO-ADD:0137602	CN1C=C(NC(C2=CC=C(/C=C/C3CC3)C=C2)=O)C=C1C(NC4=CN(C)C(C(NCCN5CCOCC5)=O)=C4)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-30/3		CO-ADD:PC0079	8.05	32	32	32	32	32	32	32																																						
CO-ADD:0137607	CN1C=C(NC(C2=CC=C(/C=C/C3=CC4=NON=C4C=C3)C=C2)=O)C=C1C(NC5=CN(C)C(C(NCCN6CCOCC6)=O)=C5)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	FS-5/63		CO-ADD:PC0079	3.33	32	32	32	32	32	32	32																																						
CO-ADD:0137609	CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC(OC)=CC=C3)=O)C=C1C(NC4=CN(CCCC5=CC=CC=C5)C(C(NCCN6CCCCC6)=O)=C4)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-29/3		CO-ADD:PC0079	16	32	32	32	32	32	32	32																																						
CO-ADD:0135763	N1(O)C(C)(C)CC(CC1(C)C)=O	NIH/NCI (USA) - Diversity Set V	0156571:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0135776	[H]n1cnc(NC(C(O)=O)=O)n1	NIH/NCI (USA) - Diversity Set V	0177952:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137092	c1cc(nccc2Nc3ccc(C(Nc4ccc(Nc5ccncc5)cc4)=O)cc3)c2cc1[N+](=O)[O-]	NIH/NCI (USA) - Diversity Set V	0146771:01		CO-ADD:PL0011										10	10	10	2.5	10	10	10	10																													
CO-ADD:0137116	N1(C)C=CC(c(cc([N+](=O)[O-])c2)c1c2)=N/c(ccc3C(Nc(ccc(c4)N=C(/C=CN5C)C=C5)c4)=O)cc3	NIH/NCI (USA) - Diversity Set V	0260594:01		CO-ADD:PL0011										10	10	10	5	10	10	10	10																													
CO-ADD:0137118	c1c(OC)c(c(cc(OC)c(c(O)ccc2C(C(O)C(C)(O)C3O)OC3C)c24)c4OC5=O)c5cc1C=C	NIH/NCI (USA) - Diversity Set V	0354844:01		CO-ADD:PL0011										10	10	10	10	10	10	0.1563	1.954																													
CO-ADD:0137123	n1c(cc([N+](=O)[O-])cc2)c2c(Nc(ccc3NS(CCCNC(=N)N)(=O)=O)cc3)c4c1cccc4.Cl.Cl	NIH/NCI (USA) - Diversity Set V	0177365:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137125	c1c(C(OC)C2C)c(O)c(NC(=O)C(C)=CC=C/C(C)C(OC(N)=O)C(C)=C/C(C)C(OC)C(OC)C2)cc1O	NIH/NCI (USA) - Diversity Set V	0330500:01		CO-ADD:PL0011										10	10	10	10	10	10	10	1.865																													
CO-ADD:0137128	c1(OC(C(O)C(OC(c2[nH]c(C)cc2)=O)C(OC)C3(C)C)O3)c(Cl)c(OC(=O)C(NC(c4cc(CC=C(/C)C)c(O)cc4)=O)=C5O)c5cc1	NIH/NCI (USA) - Diversity Set V	0227186:01		CO-ADD:PL0011										10	10	10	10	10	10		10																													
CO-ADD:0137132	C1(O)C(COS(N)(=O)=O)OC(n(cn2)c(ncnc3N)c23)C1O	NIH/NCI (USA) - Diversity Set V	0133114:01		CO-ADD:PL0011										10	10	10	10	10	10	5	0.4339																													
CO-ADD:0137133	c1cc(c(c(CCO)c([N+](=O)[O-])o2)c2cc3)c3cc1	NIH/NCI (USA) - Diversity Set V	0373981:01		CO-ADD:PL0011										10	10	10	10	5	10	2.5	4.707																													
CO-ADD:0136844	N1(C(NN=C(C)/c2nccnc2)=S)CC(CCC3C1)CC3	NIH/NCI (USA) - Diversity Set V	0339316:01		CO-ADD:PL0011										10	10	10	10	10	2.5	10	10																													
CO-ADD:0136586	Clc(ccc1)c(C=C/C(Nc(cc(c(N)cc2C)c(c3)n2)c3)=O)c1	NIH/NCI (USA) - Diversity Set V	0033353:01		CO-ADD:PL0011										10	10	10	5	10	10	10	2.891																													
CO-ADD:0137613	CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC(C=CC=C4)=C4N=C3)=O)C=C1C(NC5=CN(C(C)C)C(C(NCCN6CCOCC6)=O)=C5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-29/34		CO-ADD:PC0079	2.81	32	32	1	32	32	32	16																																						
CO-ADD:0137617	CN1C=C(NC(C2=CC(NC(C3=CN=C(/C=C/C4=CC=C(OC)C=C4)C=C3)=O)=CN2C)=O)C=C1C(NCCN5CCC(O)CC5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O	University of Strathclyde (UK)	AIK-30/36		CO-ADD:PC0079	32	32	32	32	32	32	32	32																																						
CO-ADD:0136067	O=C1C(C(=O)c(c2)cccn2)Cc(cccc3)c13	NIH/NCI (USA) - Diversity Set V	0153399:01		CO-ADD:PL0011										10	10	5	10	10	10	10	10																													
CO-ADD:0137629	c1(C(=O)NN=Cc2cc(Cl)ccc2O)nonc1N	Russian Academy of Science (Russia)	A0216/0009695		CO-ADD:PC0076	7.71	32	32	32	32	32	2	4																																						
CO-ADD:0137633	c1(C(=O)NN=Cc2ccccc2O)nonc1N	Russian Academy of Science (Russia)	A0630/0029207		CO-ADD:PC0076	32	32	32	32	32	32	16	32																																						
CO-ADD:0137636	c1(C(=O)NN=Cc(cc(Cl)cc2Br)c2O)nonc1N	Russian Academy of Science (Russia)	A0798/0037399		CO-ADD:PC0076	32	32	32	32	32	32	32	32																																						
CO-ADD:0137657	c1(C(=O)NN=Cc2c(O)ccc(cccc3)c23)nonc1N	Russian Academy of Science (Russia)	A1562/0068089		CO-ADD:PC0076	20.4	32	32	32	32	32	32	32																																						
CO-ADD:0135797	c1c(C=[N+](CCO)/[O-])oc([N+](=O)[O-])c1	NIH/NCI (USA) - Diversity Set V	0303603:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0135806	c1(N)nc2c(c3c(n(cc3)[H])cc2)c(N)n1	NIH/NCI (USA) - Diversity Set V	0339578:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0136119	c1c([N+](=O)[O-])sc(Sc(ncnc2)c2)n1	NIH/NCI (USA) - Diversity Set V	0311727:01		CO-ADD:PL0011										10	10	10	5	10	5	10	10																													
CO-ADD:0136127	n1nnc(N=Nc2ccc3c(cccc3)c2O)n1[H]	NIH/NCI (USA) - Diversity Set V	0338106:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137154	c1c([N+](=O)[O-])n(C)c(C=C(C2)/C(c3c2ccc(OCCN(C)C)c3)=O)n1.S(O)(=O)(O)=O	NIH/NCI (USA) - Diversity Set V	0277184:01		CO-ADD:PL0011										10	10	10	10	10	10	5	2.345																													
CO-ADD:0135839	N(=Nc1ccccn1)c(ccc(N(C)C)c2)c2	NIH/NCI (USA) - Diversity Set V	0009358:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137179	O1C(C(O)C(O)C(O)C1CO)OCC2C(O)C(O)C(O)C(O[C@@](C#N)(c3ccccc3)[H])O2	NIH/NCI (USA) - Natural Product Set III	0015780:01		CO-ADD:PL0012										10	10	10	10	10	10	10	10																													
CO-ADD:0137185	C1(c(c(ccc2)C(OC(C)(C)CC3)=C3C1=O)c2)=O	NIH/NCI (USA) - Natural Product Set III	0026326:01		CO-ADD:PL0012										10	10	10	10	10	10	10	10																													
CO-ADD:0136599	n1(C)cnc([N+](=O)[O-])c1S(=O)(=O)Oc2c3c(cccc3)ccc2	NIH/NCI (USA) - Diversity Set V	0038090:01		CO-ADD:PL0011										10	10	10	10	10	10	10	9.251																													
CO-ADD:0136602	O=C1c2c(C(C(=C1NCCc(cccc3)c3)Cl)=O)cccc2	NIH/NCI (USA) - Diversity Set V	0041098:01		CO-ADD:PL0011										10	10	10	0.625	10	0.625	10	9.085																													
CO-ADD:0136612	N1([H])C=C(C)C(N=C1SCc(c(cc(c2)Cl)Cl)c2)=O	NIH/NCI (USA) - Diversity Set V	0047680:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0136621	O=C1C(N)=C(C)C(C2=C1C(COC(N)=O)C(OC)(C3C(C4)N3C)N24)=O	NIH/NCI (USA) - Diversity Set V	0056410:01		CO-ADD:PL0011										10	10	10	10	5	10	0.1563	10																													
CO-ADD:0136927	n1c(c(c(cc2CN3CCN(CC3)c(cccc4)c4)Br)ccc1)c2O	NIH/NCI (USA) - Diversity Set V	0117028:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0137677	C1(C)(C(C)(CC)OC2=O)N2CCc(c([nH]3)C)c(c3ccc4)c14	Russian Academy of Science (Russia)	A3115/0131999		CO-ADD:PC0076	32	32	32	32	32	32	32	32																																						
CO-ADD:0137718	c(OC)(c(OC)c1CC=C)c(OC2)c(O2)c1	Russian Academy of Science (Russia)	A4174/0177822		CO-ADD:PC0076	32	32	32	32	32	32	32	32																																						
CO-ADD:0135873	C1(C(CC(C)C)=NC=C(C(C)CC)N1O)=O	NIH/NCI (USA) - Diversity Set V	0022939:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0135928	n1cccc(C=CC(=O)c(c(O)ccc2)c2)c1	NIH/NCI (USA) - Diversity Set V	0049652:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0136969	c1cc2c(ccc(nc(N)n3)c2c3N)n1Cc4ccc(N)cc4.Cl.Cl	NIH/NCI (USA) - Diversity Set V	0309401:01		CO-ADD:PL0011										5	10	5	10	1.25	10	1.25	10																													
CO-ADD:0136975	[C@@H]1(O)[C@@]([C@@H](NC(=O)[C@](C)(N)[H])[C@@](C)(C(Cl)Cl)O2)(C(C2=O)=C(O)C[C@H]1O)[H]	NIH/NCI (USA) - Diversity Set V	0325014:01		CO-ADD:PL0011										10	10	10	10	5	10	1.25	1.18																													
CO-ADD:0135654	N(C(=N/N=C(/C)C)c1c2ncn1[H])=CN2[H]	NIH/NCI (USA) - Diversity Set V	0045641:01		CO-ADD:PL0011										10	10	10	10	10	2.5	10	10																													
CO-ADD:0136673	ClC1=C(C(=Cc(ccc(C)c2)c2)C(=C1Cl)Cl)Cl	NIH/NCI (USA) - Diversity Set V	0026112:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0136689	Clc(c(ccc1NC(Nc2ccc([N+](=O)[O-])cn2)=O)Cl)c1	NIH/NCI (USA) - Diversity Set V	0081856:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0136700	O1C(n2cc(C(N)=S)c(c(N)n3)c2nc3)C(O)C(O)C1CO	NIH/NCI (USA) - Diversity Set V	0105827:01		CO-ADD:PL0011										10	10	10	10	10	10	10	0.6994																													
CO-ADD:0136987	c1ccc(c(NC(c2ncccc2)=N)nc(c3ncccc3)c4)c4c1	NIH/NCI (USA) - Diversity Set V	0637578:01		CO-ADD:PL0011										10	10	10	10	10	5	10	10																													
CO-ADD:0135990	N1(CCNC(=O)Nc(c(C)ccc2)c2)CC1	NIH/NCI (USA) - Diversity Set V	0101266:01		CO-ADD:PL0011										10	10	10	10	10	10	10	10																													
CO-ADD:0157061	O=C1C(C(SN1)=N2)=C(CCCC3)C3=C2C	Russian Academy of Science (Russia)	A0184/0008209		CO-ADD:PC0179	14.6	32	32	32	32	32	16	16	32												32	32	32	32	32	16	32																			
CO-ADD:0159996	O=C(N/N=C/C1=CC(I)=C(C(I)=C1)O)/C(NC(C2=CC=CC=C2)=O)=C\\C3=CC(OCO4)=C4C=C3	Russian Academy of Science (Russia)	A0322/0014735		CO-ADD:PC0186	22.3	32	32	32	32	32	32	32																																						
CO-ADD:0160005	O=C1SC2=C(O1)C(C)=C(Br)C(OC(OCC)=O)=C2Br	Russian Academy of Science (Russia)	A0322/0014753		CO-ADD:PC0186	32	32	32	32	32	32	32	32																																						
CO-ADD:0160006	O=C1SC(C=C2OC(OCCCl)=O)=C(C=C2Cl)O1	Russian Academy of Science (Russia)	A0322/0014755		CO-ADD:PC0186	32	32	32	32	32	32	32	32																																						
CO-ADD:0160008	[O-][N+](C1=CC(NCN2C(OC3=C2C=CC(Br)=C3)=O)=CC=C1)=O	Russian Academy of Science (Russia)	A0322/0014758		CO-ADD:PC0186	32	32	32	32	32	32	32	32																																						
CO-ADD:0157832	O=C1/C(N=C(C2=CC=CC(Cl)=C2)O1)=C/C3=CC=C(C)O3	Russian Academy of Science (Russia)	A0247/0011142		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157833	OC1=C(C)C=CC(/N=C/C2=C(O)C=CC(Cl)=C2)=C1	Russian Academy of Science (Russia)	A0247/0011144		CO-ADD:PC0179	19.2	32	32	32	32	32	32	32																																						
CO-ADD:0157839	ClC1=CC(/C=N/C(C=C2)=C(C)C=C2/N=C/C3=C(O)C=CC(Cl)=C3)=C(O)C=C1	Russian Academy of Science (Russia)	A0248/0011160		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157841	C/C(C1=CC=CC=C1)=N\\NC2=NC(NC3=CC=CC=C3)=NC(N4CCCC4)=N2	Russian Academy of Science (Russia)	A0248/0011168		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0158122	O=C(N/N=C(C)/CC(NC1=CC=CN=C1)=O)C(NC(C=CC=C2)=C2C)=O	Russian Academy of Science (Russia)	A0271/0012313		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0158126	O=C(N/N=C(C)/CC(NC1=CC=CN=C1)=O)C(NCC(C)C)=O	Russian Academy of Science (Russia)	A0272/0012336		CO-ADD:PC0179	32	32	32	32	32	32	32	4																																						
CO-ADD:0158142	O=C(N/N=C(C)\\CC(NCC1=CN=CC=C1)=O)C(NCC(C)C)=O	Russian Academy of Science (Russia)	A0275/0012513		CO-ADD:PC0179	32	32	32	32	32	32	32	16																																						
CO-ADD:0158144	[O-][N+](C1=CC(/C(C(N2)=O)=N\\C(C=CC=C3)=C3O)=C2C=C1)=O	Russian Academy of Science (Russia)	A0275/0012528		CO-ADD:PC0179	16.9	32	32	32	32	32	32	4																																						
CO-ADD:0157886	[O-][N+](C1=CC(Cl)=CC(/C=N/C2=C(O)C=CC(Cl)=C2)=C1O)=O	Russian Academy of Science (Russia)	A0251/0011340		CO-ADD:PC0179	32	32	32	32	32	32	32	2																																						
CO-ADD:0157887	[O-][N+](C1=CC(Cl)=CC(/C=N/C2=CC=C(C=C2)C(O)=O)=C1O)=O	Russian Academy of Science (Russia)	A0251/0011346		CO-ADD:PC0179	32	32	32	32	32	32	32	16																																						
CO-ADD:0160036	O=C1NC(C(F)(F)F)=CC(/C=C/C(C(Cl)=C2)=CC=C2Cl)=N1	Russian Academy of Science (Russia)	A0323/0014810		CO-ADD:PC0186	16.7	32	32	32	32	32	32	32																																						
CO-ADD:0147068	OCC1=CC=C[N+]([Pt+]2(C)([N+]3=C(C4=CC=C3)C5=C(C6=C4N=C7CCC=CC7=N6)C=CC=[N+]52)(C)C)=C1.F[P-](F)(F)(F)(F)F	Lancaster University (UK)	MC31		CO-ADD:PC0131	0.986	32	32	2	32	32	4	4																																						
CO-ADD:0157298	O=C(CCC1=CC=CC=C1)NC2=C(C)C=CC(NC(CCC3=CC=CC=C3)=O)=C2	Russian Academy of Science (Russia)	A0209/0009347		CO-ADD:PC0179	32	32	32	32	32	32	16	8																																						
CO-ADD:0158288	O=C(NC1=CC(C=CC=C2)=C2C=C1)C3=C(C)OC(C4=CC=CC=C4)=C3	Russian Academy of Science (Russia)	A0285/0012950		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0158295	O=C(C(C)(C)C)CC1(C)SC(C2=CC=CC=C2O)=NN1	Russian Academy of Science (Russia)	A0286/0012974		CO-ADD:PC0179	32	32	32	32	32	32	32	16																																						
CO-ADD:0157908	NC1=C(C(C=C2OC)=CC=C2OC)C(C3=CC=CC=C3)=NN1C4=CC=CC=C4	Russian Academy of Science (Russia)	A0253/0011422		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0158210	O=C(NC1=CC=CC=C1)C(C(C2=CC=CC=C2)C=C3)C(C(O)=O)C3C4=CC=CC=C4	Russian Academy of Science (Russia)	A0280/0012720		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157937	O=C(N/N=C/C1=CC(OC)=C(OCC=C)C=C1)C(NCC(C)C)=O	Russian Academy of Science (Russia)	A0256/0011562		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157953	O=C(/C=C/N1CCCCC1)C2=CC=CS2	Russian Academy of Science (Russia)	A0258/0011654		CO-ADD:PC0179	32	32	32	32	32	32	32	4	32												32	32	32	32	32	4	4	32	32			32	32													
CO-ADD:0158301	O=C(C1N2CCN(CC2)C3=NC=CC=N3)N(C4=CC(Cl)=CC=C4)C(C1)=O	Russian Academy of Science (Russia)	A0286/0012985		CO-ADD:PC0179	32	32	32	32	32	32	32	8																																						
CO-ADD:0158308	OC1(C2=CC=CC=C2)CC(C)N(C(C)C)C[C@@H]1C.Cl	Russian Academy of Science (Russia)	A0286/0013007		CO-ADD:PC0179	6.41	32	32	32	32	32	32	32																																						
CO-ADD:0160131	[O-][N+](C(C=C1)=CC=C1C2=CSC(NN=C(C)C)=N2)=O	Russian Academy of Science (Russia)	A0333/0015307		CO-ADD:PC0186	32	32	32	32	32	32	8	2																																						
CO-ADD:0157318	[O-][N+](C1=C(O)C(/C=N/C2=CC3=C(C=C2)N=C(C(F)(F)F)N3)=CC([N+]([O-])=O)=C1)=O	Russian Academy of Science (Russia)	A0210/0009388		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0160156	[O-][N+](C(C=C1[N+]([O-])=O)=C(C=C1)C(NC2=C(C=C(Br)C=C2)OC(C(C=C3)=C(C=C3[N+]([O-])=O)[N+]([O-])=O)=O)=O)=O	Russian Academy of Science (Russia)	A0335/0015378		CO-ADD:PC0186	32	32	32	32	32	32	32	32																																						
CO-ADD:0156928	O=C1N(C2=CC=CC=C2)C(C(C)=C1)=O	Russian Academy of Science (Russia)	A0177/0007996		CO-ADD:PC0179	13.7	32	32	32	32	32	32	8																																						
CO-ADD:0160359	O=C1/C(N=C(C2=CC=CC(Br)=C2)O1)=C/C3=CC(I)=C(OC(C)=O)C(OCC)=C3	Russian Academy of Science (Russia)	A0346/0015933		CO-ADD:PC0186	32	32	32	32	32	32	32	16																																						
CO-ADD:0157963	O=C(C(C1C2=O)C3(C(OC(C)=O)OC(C)=O)OC1C=C3)N2C4=CC=C(Br)C=C4	Russian Academy of Science (Russia)	A0258/0011674		CO-ADD:PC0179	18.3	32	32	32	32	32	16	2	32												32	32	32	8	4	2	2	32	32			32	32													
CO-ADD:0157964	IC1=CC(I)=CC(/C=N/C2=C(C3=CC=CO3)N=C4C=CC(Cl)=CN24)=C1O	Russian Academy of Science (Russia)	A0258/0011678		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157981	NC1=C(C(N)=O)SC2=C1C(C)=CC(C)=N2	Russian Academy of Science (Russia)	A0259/0011702		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0157996	N#CC1=C(N)SC(N)=C(C#N)C1C2=CC=C(C=C2)[N+]([O-])=O	Russian Academy of Science (Russia)	A0260/0011749		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0158001	N#CC1=C(N)SC(N)=C(C#N)C1C2=CC=CS2	Russian Academy of Science (Russia)	A0260/0011766		CO-ADD:PC0179	32	32	32	32	32	32	32	4																																						
CO-ADD:0158012	[O-][N+](C1=CC=C(/C=N/C2=CC=C(C=C2)/N=C/C3=CC=C([N+]([O-])=O)S3)S1)=O	Russian Academy of Science (Russia)	A0260/0011790		CO-ADD:PC0179	25.7	32	32	32	32	32	32	8																																						
CO-ADD:0158024	O=C(C1=CC=CC2=C1C=CC=C2)NC3=CC4=C(C=C3)C(C=CC=C5)=C5O4	Russian Academy of Science (Russia)	A0261/0011813		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0160169	[O-][N+](C1=CC(C(NC2=CC=CC3=CC=CN=C23)=O)=CC=C1)=O	Russian Academy of Science (Russia)	A0335/0015414		CO-ADD:PC0186	32	32	32	16	32	32	8	2	32												16	8	16	32	2	0.5	0.5	8	32			32	8													
CO-ADD:0160178	O=C(CCCC(O)=O)NC1=CC=C(C=C1)C2=NC(C=C3)=C(C=C3C)S2	Russian Academy of Science (Russia)	A0336/0015433		CO-ADD:PC0186	32	32	32	32	32	32	32	32																																						
CO-ADD:0160193	[O-][N+](C1=CC=CC(/C=N/C2=CC=C(C=C2)N3CCOCC3)=C1O)=O	Russian Academy of Science (Russia)	A0336/0015465		CO-ADD:PC0186	32	32	32	16	32	32	32	32	28.7												32	32	32	32	16	32	32																			
CO-ADD:0160212	N#CCS(C1=C([N+]([O-])=O)N=CN1C)=O	Russian Academy of Science (Russia)	A0338/0015535		CO-ADD:PC0186	4.87	16	32	8	4	32	32	32																																						
CO-ADD:0157188	OCC1=CC=C(O1)C#CC2=CC=CC=C2	Russian Academy of Science (Russia)	A0201/0008927		CO-ADD:PC0179	23.6	32	32	32	32	32	32	2	32												32	32	32	32	16	4	4	32	32			32	32													
