compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0124275	C[C@@H]1NC[C@@]1(O)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124275-001	1	C000050495	6.57	0.27	5	9.05	3.8	145	3.8	145																															46.2	46.4										4.6									
SPK-0124274	CN1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124274-001	1	C000050489	7.43	0.037	6	1.04	5.7	2.07	5.4	4.15																															54.7	55.2										1.52	1.4	1.4	7.1	15	3.7	2.6	0.75	3.9	6.7
SPK-0124273	COC1(CNC1)C(NC(=O)C1=CC(F)=C(OC(F)(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124273-001	1	C000050485	5.92	1.2	4.8	16.2	3.9	129	3.9	129																															54.9	49.2										9.19									
SPK-0124272	CCCCCC(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124272-001	1	C000050475			3.7	178	3.1	712	3.1	712																																										55.7									
SPK-0124271	[H]C(=O)N1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)NC(C(=O)NO)C1(CS(=O)(=O)C1)OC	LpxC inhibitors	SPK-0124271-001	1	C000050469	9.35	0.00045	4.9	12.3	5.1	8.71	4.6	24.6																															31.3	19.5										6.96	10	10	32	41	0.96	0.42	2	6.3	4.9
SPK-0124270	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)N1CC(O)C1)C(=O)NO	LpxC inhibitors	SPK-0124270-001	1	C000050453			5.7	1.86	5.1	7.43	5	10.5																															35	42.7										3.48									
SPK-0124269	OCCC#CC#CC1=CC=C(C=C1)C(=O)NC(C(=O)NO)C1(O)CC(O)C1	LpxC inhibitors	SPK-0124269-001	1	C000050436	7.59	0.026	3.9	122	3.8	172	3.8	172																																										52									
SPK-0124268	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NCC1COC1	LpxC inhibitors	SPK-0124268-001	1	C000050419	7.25	0.056	5	11.1	4.4	44.5	4.1	89																															49.8	58.3										5.66									
SPK-0124267	CC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NS(C)(=O)=O	LpxC inhibitors	SPK-0124267-001	1	C000050418	8.82	0.0015	5.7	1.81	6.3	0.452	5.6	2.55																															10.3	8.4										0.933	4.4	4.4	20	33	2.3	0.72	0.37	1.7	27
SPK-0124266	COC1(CN(C1)S(C)(=O)=O)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124266-001	1	C000050410	8.6	0.0025	4.4	35.6	4.1	71.2	3.2	570																															29.5	28.3										24.2	5.5	5.5	32	53	1.8	0.42	1.6	9.2	6.4
SPK-0124265	CN(C)CCC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124265-001	1	C000050371, C000050378			3.9	155.05	3.85	270.45	3.3	497																																										130.145									
SPK-0124264	CN1CC[C@@H](C1)S(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124264-001	1	C000050376	8.89	0.0013	5.5	3.39	5.3	4.8	4.7	19.2																															36.5	28										3.03									
SPK-0124263	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124263-001	1	C000050352	7.74	0.018	4.8	15	3.8	169	3.2	677																																										9.19									
SPK-0124262	CN1CC(O)(C1)C(NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124262-001	1	C000050342	6.36	0.44	4.8	15.4	3.3	493	3.3	493																															39.6	49.1										8									
SPK-0124261	CC#CC1=CC=C(C=C1)C(=O)N[C@@H](C(=O)NO)[C@@](C)(O)CN(C)C	LpxC inhibitors	SPK-0124261-001	1	C000050341	6.7	0.2	4.7	17.9	3.5	286	3.2	572																																										16									
SPK-0124260	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)[C@](C)(O)CN(C)C	LpxC inhibitors	SPK-0124260-001	1	C000050340			3.2	572	3.2	572	3.2	572																															48	49.7										256									
SPK-0124259	NC1CC(F)(C1)C(NC(=O)C1=CC=C(Br)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124259-001	1	C000050316	4.62	24	3.9	135	3.3	540	3.3	540																																										104									
SPK-0124258	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0124258-001	1	C000050315	7.26	0.055	4.9	13.8	4.1	77.9	3.4	441																															31	46.5										8.57									
SPK-0124257	CC1=C(C(NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)C(N)=NO1	LpxC inhibitors	SPK-0124257-001	1	C000050310	8.64	0.0023	5.2	5.7	5.4	4.03	4.8	16.1																															18.8	16.4										3.25									
SPK-0124256	CC1=CCC(C)(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124256-001	1	C000050300	3.92	120	3.2	644	3.2	644	3.2	644																																										256									
SPK-0124255	CSC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124255-001	1	C000050276	6.82	0.15	5.5	3.44	3.4	440	3.2	622																															30	44.7										1.74	3.4	3.4	14	24	2.9	1.8	1.5	6.1	6.6
SPK-0124254	CC1CCCN(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124254-001	1	C000050257	5.11	7.7	4	101	3.2	639	3.2	639															4.1	79.9																						32	130	16	260	66.3									
SPK-0124253	CSC1=CC=C(C=N1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124253-001	1	C000050256	6.02	0.96	4.7	19.4	3.2	621	3.2	621																															70.8	66.7										13									
SPK-0124252	CCC1CCN(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124252-001	1	C000050255	5.89	1.3	4.5	29.1	3.1	739	3.1	739															4.6	23.1																						8	32	4	64	18.6									
SPK-0124251	CC(C)(N)[C@H](NC(=O)N1CCCC(CC1)C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124251-001	1	C000050247	6	1	3.6	277	3.3	554	3.3	554																																										147									
SPK-0124250	CC(C)(N)[C@H](NC(=O)C1(C)CCCCC1)C(=O)NO	LpxC inhibitors	SPK-0124250-001	1	C000050245	5	9.9	3.8	166	3.2	664	3.2	664																																										77									
SPK-0124249	CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)S(=O)(=O)CC1CNC1	LpxC inhibitors	SPK-0124249-001	1	C000050243	8.12	0.0075	4.2	69.3	4.2	69.3	4.2	69.3																															33	38.9										32									
SPK-0124248	CN(C)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO	LpxC inhibitors	SPK-0124248-001	1	C000050226	6.96	0.11	5.3	5.5	4.4	44	4.7	22																															40.3	60										3.03									
SPK-0124247	C[C@H]1CC[C@@H](CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124247-001	1	C000050208	5.51	3.35	4.6	24.1	3.9	137	3.7	193																																										13									
SPK-0124246	CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C1)C(=O)C1CC1)C(=O)NO)S(C)(=O)=O	LpxC inhibitors	SPK-0124246-001	1	C000050197	8.89	0.0013	5.5	3.34	6.4	0.417	5.6	2.36																															9.88	7.82										3.03									
SPK-0124245	CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)S(=O)(=O)CC1CC1	LpxC inhibitors	SPK-0124245-001	1	C000050196	8.8	0.0016	5.6	2.24	6.3	0.56	5.5	3.17															6	1.12															11.5	12.8						0.5	2	0.25	4	1.68	3.6	3.6	21	40	2.8	0.53	0.45	2.6	22
SPK-0124244	CC(C)(O)[C@H](NCC1=CC=C(OC(F)(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124244-001	1	C000050194	5.3	16.385	3.7	199	3.7	199	3.7	199																																										64									
SPK-0124243	[H]C(=O)NCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0124243-001	1	C000050187	8.17	0.0067	5.3	5.39	5.4	3.81	4.8	15.2															5.6	2.69															34.6	36.8						2	8	0.5	16	3.86	4.2	4.2	23	35	2.4	0.49	1.5	8.6	6.5
SPK-0124242	CN(C)CCS(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124242-001	1	C000050181	8.4	0.004	5.15	6.87	5.1	8.135	4.55	27.5																															28.4	24.9										4.895	4.4	4.4	27	50	2.3	0.51	1.1	6.8	9
SPK-0124241	CC1=C(C(NC(=O)C2=CC=C(C=C2)C#CC#CC2C[C@H]2CO)C(=O)NO)C(C)=NO1	LpxC inhibitors	SPK-0124241-001	1	C000050179	8.82	0.0015	5.5	3.47	6.2	0.614	5.6	2.45																															4.16	3.55										1.87									
SPK-0124240	CN1N=CC(Cl)=C1C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124240-001	1	C000050177	7.54	0.029	5	9.98	5	9.98	3.8	160																																										9.19									
SPK-0124239	[H]C(=O)N1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)S(C)(=O)=O	LpxC inhibitors	SPK-0124239-001	1	C000050161	8.85	0.0014	5.2	5.66	5.6	2.24	5.3	4.49															5.3	4.49															40.4	26.1						2	4	0.25	8	3.52	5.8	5.8	31	49	1.7	0.42	1.5	8	6.6
SPK-0124238	COC1=CC(=O)N(CCC(C)(C(=O)NO)S(C)(=O)=O)C=C1	LpxC inhibitors	SPK-0124238-001	1	C000050044	5.77	1.7	3.7	201	3.7	201	3.7	201																																										64									
SPK-0124237	CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO)S(C)(=O)=O	LpxC inhibitors	SPK-0124237-001	1	C000050041	7.41	0.039	4.6	23.6	3.7	189	3.7	189																																										16									
SPK-0124236	COC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)S(C)(=O)=O	LpxC inhibitors	SPK-0124236-001	1	C000050040	6.74	0.18	4.2	65.7	3.7	186	3.7	186																															24.7	48.4										34.3									
SPK-0124235	C[C@@](O)(C(NC(=O)C1=CC=C(C=C1)C#C)C(=O)NO)C1=CNN=N1	LpxC inhibitors	SPK-0124235-001	1	C000050035	7.15	0.0705	3.8	144	3.8	144	3.8	144																																										64									
SPK-0124234	C[C@@](O)(C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(CCO)C1)C(=O)NO)C1=CNN=N1	LpxC inhibitors	SPK-0124234-001	1	C000050024	8.64	0.0023	4.2	56.5	4.5	28.2	4.7	20																															35.7	32.6				2420						48.5									
SPK-0124233	CC1=CC(=NO1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124233-001	1	C000050012			3.8	173	3.8	173	3.8	173																																										64									
SPK-0124232	CC(C)(N)[C@H](NC(=O)C1=CN2C=CN=C2C=C1)C(=O)NO	LpxC inhibitors	SPK-0124232-001	1	C000050009			3.8	158	3.8	158	3.8	158																																										64									
SPK-0124231	CC(C)(N)[C@H](NC(=O)C1=CC(F)=C(Cl)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124231-001	1	C000050008	6.32	0.48	5.3	4.79	4.4	38.3	3.8	153																															47.7	35.1										3.48									
SPK-0124230	COC1=C(Cl)C=CC(=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124230-001	1	C000050004			4.4	37.2	4.4	37.2	3.8	149																																										21.1									
SPK-0124229	CC(C)(N)[C@H](NC(=O)C1=CC(Cl)=CC(F)=C1)C(=O)NO	LpxC inhibitors	SPK-0124229-001	1	C000049999	6	1	3.8	153	3.8	153	3.8	153																																										64									
SPK-0124228	OCCN1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)NC([C@@H](O)C1=CNN=N1)C(=O)NO	LpxC inhibitors	SPK-0124228-001	1	C000049992	9	0.001	3.9	116	4.2	57.9	3.9	116																															42.7	45.9				1300						64	11	11	45	73	0.93	0.31	4.9	21	2
SPK-0124227	CC1=CC(=NO1)[C@@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(CCO)C1)C(=O)NO	LpxC inhibitors	SPK-0124227-001	1	C000049988	7.51	0.031	3.9	113	3.9	113	3.9	113															4.5	28.2															26.1	30.4										64									
SPK-0124226	OCCN1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@H](O)C1=CNN=N1)C(=O)NO	LpxC inhibitors	SPK-0124226-001	1	C000049987	8.52	0.003	3.9	116	3.9	116	3.9	116															4.2	57.9															40	41.7										64									
SPK-0124225	COC1CN(C1)C1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0124225-001	1	C000049983	9.3	0.0005	5.6	2.55	6	0.903	5.7	1.81																															19	20.5										2.64									
SPK-0124224	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)NC1CCN(C1)S(C)(=O)=O)C(=O)NO	LpxC inhibitors	SPK-0124224-001	1	C000049982	9.16	0.00069	4.9	12.7	5.6	2.24	5.5	3.17																															29.7	23.4										10.6									
SPK-0124223	[H][C@@]12CN(C[C@]1([H])C2C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O)C1COC1	LpxC inhibitors	SPK-0124223-001	1	C000049963	8.625	0.00285	5.2	5.76	6.5	0.286	6.3	0.453															5.7	1.81															4.1	3.29				137						4.19									
SPK-0124222	COCCN1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0124222-001	1	C000049962	9.215	0.00072	5.7	1.9	6.2	0.67	5.7	1.9					5.4	3.79	5.7	1.9					4.5	30.3	6.3	0.5925									6.6	0.237					18.7	22.5				63.5	0.96					1.52	2.6	2.6	10	15	3.8	1.2	0.59	2.3	17
SPK-0124221	CC(C)([NH3+])[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124221-002	2	C000004096, C000049940			6.2	0.688	7.4	0.0413	6.95	0.12375	5	10.13	6.55	0.3065	6.85	0.1415	7.4	0.0413	4.8	15.6	7.7	0.022	5.9	1.38	6.2	0.688	7.1	0.0825	7.25	0.0619	5.3	5.5	5.3	5.5	7.4	0.0413	5.3	5.5	5	13.75																					
SPK-0124220	CN1C=C(C=N1)C1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124220-001	1	C000049930	6.24	0.57	4.4	35.9																			4.4	35.9																																			
SPK-0124219	CN(C)C1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0124219-001	1	C000049907	8.25	0.00565	5.4	3.91																			4.5	31.3																				132	0.95														
SPK-0124218	CC(C)(C)OC[C@H](NC(=O)NC1=NC2=C(C=NC(N)=N2)C=C1C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124218-001	1	C000028933			4.2	57.8	4.2	57.8	4.2	57.8	4.2	57.8							4.2	57.8	4.2	57.8																																							
SPK-0124217	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC(C)(C)OCCO)C(=O)NO	LpxC inhibitors	SPK-0124217-001	1	C000005377			5	9.96	5.15	11.195			4.1	79.7																																																	
SPK-0124216	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCC(CO)C1)C(=O)NO	LpxC inhibitors	SPK-0124216-001	1	C000005362			5.3	4.84	5.3	6.045			4.1	77.4																																																	
SPK-0124215	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC(O)CCO)C(=O)NO	LpxC inhibitors	SPK-0124215-001	1	C000005349	8.11	0.0078	5.3	5.36	4.85	24.08			4.1	85.7													4.4	42.8																																			
SPK-0124214	C[C@H](O)C#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](N)C(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124214-001	1	C000005348			5	10.4	5.2	8.705	4.4	41.7	4.1	83.5																																								8									
SPK-0124213	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C1)C1COC1)C(=O)NO	LpxC inhibitors	SPK-0124213-001	1	C000005342	8.765	0.001985	5.3	5.12	6	0.952	5.6	2.69	4.1	77.8													5	9.72															40.1	40.6										4.6	3.3	3.3	18	30	3.1	0.63	1.3	7.1	7.5
SPK-0124212	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CCO)C(=O)NO	LpxC inhibitors	SPK-0124212-001	1	C000005332	8.2	0.00625	5.7	2.05	5.65	3.257			4	92.6													5.2	5.79																																			
SPK-0124211	C[C@@H](N)C(=O)N[C@H](C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124211-001	1	C000005316			4.4	40	4.1	79.9			4.1	79.9			4.1	79.9	4.1	79.9					4.1	79.9																																					
SPK-0124210	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C1)C=O)C(=O)NO	LpxC inhibitors	SPK-0124210-002	2	C000005310	8.34	0.0046	5.6	2.71	5.5	4.52	5	10.9	4.1	86.9			4.1	86.9	4.7	21.7					4.1	86.9	5	10.9																										1.52									
SPK-0124209	C[C@@H](NC=O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CNC1)C(=O)NO	LpxC inhibitors	SPK-0124209-001	1	C000005309	8.28	0.0053																																																									
SPK-0124208	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124208-001	2	C000005293			5.2	6.05	5.2	6.05	4.75	18.15	4	96.9			4	96.9	5.1	8.56					4	96.9	5.2	6.05															38.85	37.95				1610	0.98					2.74	4	4	25	41	2.5	0.47	1.4	8.3	7.4
SPK-0124207	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC[C@@H](O)CO)C(=O)NO	LpxC inhibitors	SPK-0124207-001	1	C000005291	8.1	0.00793	5.3	5.36	4.4	53.55			4.1	85.7			4.1	85.7	4.4	42.8					4.1	85.7	5.3	5.36															53	61				2100		0.75	6	0.25	12	4.29									
SPK-0124206	CC(=O)NCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124206-001	1	C000005280			5	10.8	5.05	12.71			4.1	86.4			4.1	86.4	4.7	21.6					4.1	86.4	4.7	21.6															68	51																			
SPK-0124205	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@@H]1CON)C(=O)NO	LpxC inhibitors	SPK-0124205-001	1	C000005278			5.6	2.6	6.8	0.1575			4.4	41.6			5.6	2.6	6.5	0.325					5.7	1.84																																					
SPK-0124204	CNC(=O)[C@H]1CC1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124204-001	1	C000005264			5.4	3.57	5.45	3.78			4.4	40.4			4.4	40.4	4.7	20.2					4.5	28.5																																					
SPK-0124203	[H]C(=O)N1CC(CC#CC#CC2=CC=C(C=C2)C(=O)N[C@H](C(=O)NO)C(C)(C)N)C1	LpxC inhibitors	SPK-0124203-001	1	C000005248			4.7	20.2	5.15	11.36			4.7	20.2			4.7	20.2	4.7	20.2					4.7	20.2																																					
SPK-0124202	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCC1(O)COC1)C(=O)NO	LpxC inhibitors	SPK-0124202-001	1	C000005240			5.4	4.12	5.2	8.645			4.1	83			4.1	83	4.7	20.8					4.1	83																																					
SPK-0124201	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCCO)C(=O)NO	LpxC inhibitors	SPK-0124201-001	1	C000005217			5.9	1.4	6.2	1.484			4.7	22.4			5	11.2	5.6	2.8					4.7	22.4																																					
SPK-0124200	CC(C)(NCCO)C(NC(=O)C1=CC=C(C=C1)C#CC#CCO)C(=O)NO	LpxC inhibitors	SPK-0124200-001	1	C000005216			5.3	5.36	5.6	3.35			4.7	21.4			4.7	21.4	5	10.7					4.7	21.4	4.7	21.4															75	62																			
SPK-0124198	OC[C@@H]1CC1C#CC#CC1=CC=C(C=C1)C1=CC(=NC=C1)C(=O)NO	LpxC inhibitors	SPK-0124198-001	1	C000005206			4.6	24.1	5.8	1.881			4.6	24.1			4.6	24.1	4.6	24.1					4.6	24.1																																					
SPK-0124197	[H]ONC(=O)C1=CC=CC(NC(=O)C2=CC=C(C=C2)C#CC#CC2CC2)=C1	LpxC inhibitors	SPK-0124197-001	1	C000005108			4.3	46.5	4.3	46.5	4.3	46.5	4.3	46.5	4.3	46.5	4.3	46.5	4.3	46.5																																											
SPK-0124196	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	LpxC inhibitors	SPK-0124196-001	1	C000005087	8.43	0.0037	5.6	2.7	6.2	0.675	5.75	2.025	4.55	32.4	5.3	5.4	5.65	2.305	5.65	2.585					4.7	21.6	5.9	1.35															8.92	7.2				308	0.89	0.375	2.5	0.19	3	1.16	6.4	6.4	36	59	1.6	0.3	0.57	3.2	17
SPK-0124195	CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	LpxC inhibitors	SPK-0124195-001	2	C000005076			6.5	0.326	6.1	0.8335	5.7	1.84	4.55	31.3	5.5	3.29	5.75	1.785	5.75	1.955					5.45	3.915	6.2	0.652															14.6		14.5																		
SPK-0124194	CS(=O)(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124194-001	1	C000005068			3.6	233	3.6	233	3.6	233	3.6	233	3.6	233	3.6	233	3.6	233																																											
SPK-0124193	CCN1C=C(C=N1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NCCO	LpxC inhibitors	SPK-0124193-001	1	C000004938			6.4	0.404	6.6	0.242	5.8	6.549	4.4	36.6	5.6	2.29	5.9	1.14	5.9	1.14																																											
SPK-0124192	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC2(C1)OCCO2)C(=O)NO	LpxC inhibitors	SPK-0124192-001	2	C000004915			6.2	0.608	6.55	0.2675	6.2	0.608	4.7	19.4	5.2	6.12	5.9	1.22	6.5	0.304	4.1	77.8	6.5	0.304	5.6	2.43	6.2	0.608	6.2	0.608	6.2	0.608	5.3	4.86	5.3	4.86	6.8	0.146	5.3	4.86	4.7	19.4																					
SPK-0124191	CC(C)(NCCO)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(F)CCC1)C(=O)NO	LpxC inhibitors	SPK-0124191-001	1	C000004872			6.1	0.758	6.75	0.194	6.05	2.002	4.4	38.5	5.4	3.82	6.2	0.602	7	0.091																																											
SPK-0124190	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CC(O)CN2CCOCC2)N=C1)C(=O)NO	LpxC inhibitors	SPK-0124190-001	1	C000004826			5.4	3.93	5.55	2.95	4.8	19.685	4.5	31.5	4.8	15.7	4.8	15.7	4.5	31.5																																											
