compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0125629	CCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CCO)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125629-001	1	C000004900			6.2	0.6255	6.05	0.91	5.45	3.43	4.4	36.6	6.2	0.571	5.7	1.92	5.1	7.69					4.7	18.3	5.9	1.14	5.6	2.29	5.6	2.855																															
SPK-0125628	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(NCCO)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125628-001	1	C000004894			6.2	0.573	5.6	2.29	5	19.495	4.4	36.7	5.9	1.15	5.3	4.58	5.6	2.29																																											
SPK-0125627	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(N=C1)N1CCC(O)CC1)C(=O)NO	LpxC inhibitors	SPK-0125627-001	1	C000004882			5.7	2.1	5.7	2.625	5.4	8.925	4.5	33.6	6	1.05	6	1.05	5.7	2.1																																											
SPK-0125626	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@H](O)C1)C(=O)NO	LpxC inhibitors	SPK-0125626-001	2	C000004876			6.5	0.332	6.2	0.677	5.7	2.05	4.7	21.7	5	10.8	5.9	1.35	5.9	1.35	4.1	86.6	6.2	0.677	4.85	16.25	6.5	0.338	5.3	5.41	5.6	2.71	5	10.8	5	10.8	6.5	0.338	5	10.8	4.7	21.7						53.5	0.965														
SPK-0125625	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)=NO)C(=O)NO	LpxC inhibitors	SPK-0125625-001	2	C000004848			6.5	0.327	6.2	0.654	5.9	1.31	4.55	31.35	4.85	15.7	5.6	2.61	6.3	0.462	4.1	83.7	6.2	0.654	5.9	1.31	6.5	0.327	5.6	2.61	5.9	1.31	5.9	1.31	5.6	2.61	6.8	0.157	5.9	1.31	4.7	20.9																					
SPK-0125624	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@H]1C[C@H](O)[C@H](O)C1)C(=O)NO	LpxC inhibitors	SPK-0125624-001	2	C000004820			5.9	1.25	5.3	5.01	4.7	25.05	4.25	90	4.4	40.1	5.05	8.975	4.85	15					4.25	90																																					
SPK-0125623	CCC(O)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125623-001	1	C000004818			5.5	2.94	5.5	2.94	5.2	23.867	4.3	47	4.3	47	5.5	2.94	7.4	0.0441																																											
SPK-0125622	CN(C)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCC1)C(=O)NO	LpxC inhibitors	SPK-0125622-001	1	C000004784			5.9	1.26	5.8	1.52	5.45	3.775	4.4	40.3	5.3	5.03	5.9	1.26	6.2	0.629			5.9	1.26	5.9	1.26	5.6	2.52	5.3	5.03	5.45	3.775	5.9	1.26	5	10.1	7.1	0.0755	5.9	1.26	4.85	15.1																					
SPK-0125621	CC(C)(N)[C@H](NC(=O)C1=NC=C(C=N1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125621-001	1	C000004768			5.5	2.93	5.05	8.78	4.75	26.38	4	93.7	4.3	46.9	4.3	46.9	5.2	5.86																																											
SPK-0125620	CC(C)(N)[C@H](NC(=O)C1=NN=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125620-001	1	C000004760			4.6	23.4	4.6	23.4	4.6	23.4	4.6	23.4	4.6	23.4	4.6	23.4	4.6	23.4																																											
SPK-0125619	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1C(=O)NO)C(=O)NO	LpxC inhibitors	SPK-0125619-001	2	C000004748			5.85	1.51	5.15	7.51	4.6	27.2	4.4	40.2	4.7	20.1	4.85	15.05	5	10																																											
SPK-0125618	CC(C)NC1(CCC1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125618-001	1	C000004742			5.9	1.27	6.5	0.3935	5.9	1.5875	4.4	40.7	5.6	2.54	6.5	0.318	7.1	0.0762																																											
SPK-0125617	NC1(CCC1)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0125617-001	1	C000004734			6.2	0.707	6.9	0.135	6.05	1.8935	4.3	45.3	6.2	0.707	6.3	0.561	7	0.108																																											
SPK-0125616	CN(C)C(=O)C1CC1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125616-001	1	C000004720			5.55	3.295	5.7	2.08	5.3	6.09	4.4	39	4.4	39	4.9	13.8	5.3	4.87					4.4	39																																					
SPK-0125615	C[N+](C)(C)CCNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125615-001	1	C000004664			4.4	40.3	4.4	40.3	4.4	40.3	4.4	40.3	4.4	40.3	4.4	40.3	4.4	40.3																																											
SPK-0125614	ONC(=O)[C@H](CNC1COC1)NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1	LpxC inhibitors	SPK-0125614-001	1	C000004658			4.8	15.4	4.85	16.35	4.55	32.65	4.4	43.5	4.4	43.5	4.5	30.8	5.7	1.92																																											
SPK-0125613	CN(C)CC(C)(C)CNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125613-001	1	C000004657			4.7	18.8	4.4	37.7	4.4	37.7	4.4	37.7	4.4	37.7	4.4	37.7	4.7	18.8																																											
SPK-0125612	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1CC(C1)C(O)=O)C(=O)NO	LpxC inhibitors	SPK-0125612-001	1	C000004650			4.4	38.8	4.4	38.8	4.4	38.8	4.4	38.8	4.4	38.8	4.4	38.8	4.4	38.8																																											
SPK-0125611	CC(C)(NCC1=CC=CC=C1)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0125611-001	1	C000004649			5.15	6.95	6.05	0.8695	5.9	1.16	4.4	37.1	5.6	2.32	6.9	0.139	7.2	0.0695																																											
SPK-0125610	CCNC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125610-001	1	C000004641			5.35	4.42	5.5	2.95	4.75	26.495	4.3	47.1	4.6	23.6	4.9	11.8	5.8	1.47																																											
SPK-0125609	CCCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0125609-001	1	C000004638			6.05	0.976	6.95	0.1171	6.5	0.326	4.4	41.7	6.2	0.652	6.5	0.326	7.4	0.0391																																											
SPK-0125608	CC(C)CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0125608-001	1	C000004637			5.75	1.89	6.65	0.2325	6.2	0.629	4.4	40.2	5.9	1.26	6.5	0.314	7.4	0.0377																																											
SPK-0125607	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C(=O)NCCO)C(=O)NO	LpxC inhibitors	SPK-0125607-001	1	C000004612			5.7	2.16	5.25	6.485	4.95	19.46	4.5	34.6	5.7	2.16	5.1	8.65			4.5	34.6																																									
SPK-0125606	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1CCOC1=O)C(=O)NO	LpxC inhibitors	SPK-0125606-001	1	C000004606			5.6	3.135	4.7	20.1	4.55	30.15	4.4	40.2	4.4	40.2	5	10			4.4	40.2																																									
SPK-0125605	COC1=CC=C(NS(=O)(=O)C2=CC=C(S2)C#CC#CC2=CC=C(C=C2)C(=O)N[C@H](C(=O)NO)C(C)(C)N)C=C1	LpxC inhibitors	SPK-0125605-001	1	C000004602			4.9	14.1	5.2	7.06	4.7	21.15	4.5	28.2	4.9	14.1	5.9	1.25	4.9	14.1	4.5	28.2			4.9	14.1																																					
SPK-0125604	NC1(CCOCC1)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125604-001	1	C000004594			5.05	8.955	5.3	6.56	4.6	28.35	4.4	41.9	4.4	41.9	4.7	21	6.2	0.655	4.7	21																																									
SPK-0125603	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CCC(O)=O)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125603-001	1	C000004568			4.4	36.6	4.4	36.6	4.4	36.6	4.4	36.6	4.4	36.6	4.4	36.6			4.4	36.6																																									
SPK-0125602	CC1(C)N=C(N[C@@H]1C(=O)NO)C1=CC=C(C=C1)C#CC#CC1CC1	LpxC inhibitors	SPK-0125602-001	1	C000004544			4.3	49.8	5.05	9.31	4.45	56	4.3	49.8	4.3	49.8	4.9	12.4			4.3	49.8																																									
SPK-0125601	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CSN=C1)C(=O)NO	LpxC inhibitors	SPK-0125601-001	1	C000004480			5.95	1.11	6	0.92	4.95	16.54	4.4	41.6	5.3	5.2	5	10.4			4.4	41.6																																									
SPK-0125600	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC=C1CCS(=O)(=O)CC1)C(=O)NO	LpxC inhibitors	SPK-0125600-001	1	C000004464			5.75	1.69	5.45	3.38	5.15	6.765	4.4	36.1	4.4	36.1	5	9.02			4.4	36.1																																									
SPK-0125599	CC(C)(O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125599-001	1	C000004416			4.45	35.25	5.05	8.84	4.9	14.69	4.3	47	4.3	47	4.9	11.8			4.3	47																																									
SPK-0125598	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C=C\\CC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125598-001	1	C000004405			5.3	5.6	5.75	2.1	5.1	23.1	4.3	44.8	6.2	0.699	5.3	5.6			4.3	44.8																																									
SPK-0125597	COCCN1C=C(C=N1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125597-001	1	C000004389			6.1	0.744	6.5	0.326	5.5	13.536	4.4	37.8	5.5	2.98	5.8	1.49	5.3	4.72	4.4	37.8																																									
SPK-0125596	CC(C)(NC=O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CNCC(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0125596-001	1	C000004359			4.7	18.2	4.85	13.64	4.55	27.25	4.4	36.3	4.4	36.3	4.4	36.3																																													
SPK-0125595	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125595-001	1	C000004348			6.3	0.492	6.8	0.1705	6.2	1.4895	4.6	22.5	6.3	0.497	6.5	0.345			4.3	45																																									
SPK-0125594	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC=C1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0125594-001	1	C000004327			5.3	5.38	4.4	43.1	4.4	43.1	4.4	43.1	5	10.8	4.4	43.1			4.4	43.1																																									
SPK-0125593	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CN(CC(F)(F)F)C=O)C(=O)NO	LpxC inhibitors	SPK-0125593-001	1	C000004310			5	9.08	4.4	36.3	4.4	36.3	4.4	36.3	4.4	36.3	4.4	36.3			4.4	36.3																																									
SPK-0125592	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CNCC(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0125592-001	1	C000004308			5.45	3.635	4.7	19.4	4.7	24.25	4.4	38.8	4.4	38.8	4.4	38.8			4.4	38.8																																									
SPK-0125591	CCOC\\C=C\\C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125591-001	1	C000004290			6.2	0.696	6.05	1.043	5.3	11.845	4.4	44.5	5	11.1	4.4	44.5			4.1	89																																									
SPK-0125590	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C(\\CNO)NO)C(=O)NO	LpxC inhibitors	SPK-0125590-001	1	C000004239			4.4	42.4	4.4	42.4	4.4	42.4	4.4	42.4	4.1	84.8	4.4	42.4			4.4	42.4																																									
SPK-0125589	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCNC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125589-001	1	C000004222			5.45	4.06	5.45	4.06	4.85	24.355	4.4	43.3	4.4	43.3	4.4	43.3			4.4	43.3																																									
SPK-0125588	C[C@@H](O)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO)C(=O)NO	LpxC inhibitors	SPK-0125588-001	1	C000004188			5.1	7.66	4.5	30.6	4.5	30.6	4.8	15.3	4.8	15.3	4.8	15.3			4.5	30.6																																									
SPK-0125587	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1C=CN=C1)C(=O)NO	LpxC inhibitors	SPK-0125587-001	1	C000004175			5.6	2.63	5	10.5	4.7	26.3	4.1	84.1	4.4	42.1	4.4	42.1			4.4	42.1																																									
SPK-0125586	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(N)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125586-001	2	C000004127			6.5	0.319	5.6	2.55	5	12.75	4.55	30.6	5.2	6.155	4.9	13.2	5.6	2.55	4.55	30.6	5.9	1.27	4.7	20.4	6.2	0.637					4.7	20.4	4.7	20.4	5.9	1.27	4.7	20.4	4.7	20.4	11.3	9.93	20.1	19.5																	
SPK-0125585	CCCC#C\\C=C\\C1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125585-001	1	C000004121			6.1	0.728	6.1	0.728	5.65	2.185	4.6	23.3	5.75	1.645	5.35	4.64	7.1	0.0874	4.3	46.6	6.4	0.364	6.4	0.364	6.4	0.364	5.5	2.91	5.65	2.185	6.1	0.728	5.2	5.82	7.1	0.0874	6.1	0.728	4.9	11.6																					
SPK-0125584	CCC\\C=C\\C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125584-001	1	C000004106			6.4	0.364	6.95	0.1312	6.1	0.912	4.45	34.95	5.95	1.094	5.9	1.245	7.1	0.0874	4.45	34.95	7.1	0.0874	6.1	0.728	6.1	0.728					5.5	2.91	5.5	2.91	7.1	0.0874	6.1	0.728	5.05	8.71	2.96	3.08	4.14	3.2																	
SPK-0125583	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0125583-001	1	C000004089			6.2	0.652	6.25	0.5565	5.9	1.3	4.4	41.7	5	10.4	5.3	5.22			4.4	41.7	6.5	0.326			5.9	1.3	5.6	2.61	6.2	0.652									4.7	20.9																					
SPK-0125582	CC(C)(C)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125582-001	1	C000004085			5.2	5.63	6.2	0.703	5.6	2.81	4.3	45	5.2	5.63	5.6	2.81			4.3	45																																									
SPK-0125581	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1CC[C@H](O)CC1)C(=O)NO	LpxC inhibitors	SPK-0125581-001	1	C000004079			5.75	1.89	5.3	5.03	5	12.565	4.4	40.3	4.4	40.3	4.7	20.1			4.4	40.3																																									
SPK-0125580	NC1(CC1)C(NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125580-001	1	C000004077			5.4	4.46	6	1.11	5.2	18.405	4.4	35.7	4.7	17.8	5	8.92			4.4	35.7																																									
SPK-0125579	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2CCCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125579-001	1	C000004047			5.6	2.71	6.05	1.0135	5.45	6.075	4.7	21.7	5.6	2.71	5.6	2.71			4.4	43.3																																									
SPK-0125578	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=CN=C1)C(=O)NO	LpxC inhibitors	SPK-0125578-001	1	C000004045			5.3	5.29	4.85	15.85	4.4	42.3	4.4	42.3	4.4	42.3	4.4	42.3			4.4	42.3																																									
SPK-0125577	CC(C)CCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0125577-001	1	C000004041			5.15	8.1	5.9	1.6875	5.45	4.05	4.4	43.2	4.7	21.6	6	0.955	6.7	0.216	4.7	21.6			6.8	0.162																																					
SPK-0125576	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=CS1)C(=O)NO	LpxC inhibitors	SPK-0125576-001	1	C000004036			6.55	0.287	6.5	0.316	6.15	0.7155	4.4	41.8	5.5	3.29	5.8	1.65			4.4	41.8	6.8	0.157					6.2	0.654	6.35	0.4905											7.51		7.93	10.7																	
SPK-0125575	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCC1CCCC1)C(=O)NO	LpxC inhibitors	SPK-0125575-001	1	C000004026			5.15	7.87	6.2	0.655	5.45	5.905	4.7	21	5	10.5	6.2	0.655			4.7	21																																									
SPK-0125574	CCOCC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125574-001	1	C000004005			5.9	1.22	6.65	0.226	5.75	5.0375	4.4	39.1	5.9	1.22	6.2	0.611			4.4	39.1																																									
SPK-0125573	CCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125573-001	1	C000003987			6.1	0.752	6.4	0.374	5.8	3.113	4.6	23.4	5.5	2.93	5.9	1.16			4.3	46.9																																									
SPK-0125572	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(OC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125572-001	1	C000003976			5.15	7.64	5.75	1.905	5.15	20.985	4.4	40.7	5.6	2.54	5.3	5.08			4.4	40.7																																									
SPK-0125571	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125571-001	1	C000003972			5.9	1.28	6.15	0.809	5.7	2.695	4.5	34.4	5.5	3.42	5.6	2.56	4.8	17.2	4.5	34.4	6.3	0.538	4.8	17.2	5.4	4.31	5.7	2.15	5.85	1.615	5.1	8.61	4.8	17.2	5.4	4.31	5.1	8.61	4.8	17.2	8.04	12.4	18.2																		
SPK-0125570	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=NC=C1)C(=O)NO	LpxC inhibitors	SPK-0125570-001	1	C000003964			5.45	3.955	5.9	1.6495	5.6	2.64	4.4	42.2	5.3	5.27	5	10.5			4.4	42.2	5	10.5																																							
SPK-0125569	CCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125569-001	1	C000003963			6.4	0.377	6.45	0.35	6.05	0.836	4.5	32.75	5.65	2.29	5.75	1.675	7	0.0916	4.45	36.65	6.4	0.382	6.1	0.764	6.4	0.382	6.1	0.764	5.95	1.147	6.4	0.382	6.1	0.764	7.3	0.0458	6.4	0.382	4.9	12.2	22.2	11.7	13.7																		
SPK-0125568	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0125568-001	2	C000003959			6.3	0.448	6.1	0.711	5.95	1.0655	4.6	22.8	6.15	0.638	5.65	2.27	6.4	0.356	4.45	34.15	6.25	0.5335	5.5	2.85	6.1	0.711	5.8	1.42	5.8	1.42	6.4	0.356	6.1	0.711	6.4	0.356	6.4	0.356	5.05	8.545	8.65	9.16	10.4																		
SPK-0125567	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0125567-001	1	C000003953			5.8	1.52	5.95	1.1405	5.5	3.05	4.3	48.7	4.6	24.4	4.9	12.2			4.3	48.7	4.9	12.2																																							
SPK-0125566	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(COCC(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125566-001	1	C000003938			5.6	2.32	5.75	1.74	5.9	1.16	4.4	37.1	4.7	18.5	5	9.27			4.4	37.1	5	9.27																																							
SPK-0125564	ONC(=O)[C@H](CNC(=O)CNC1CC1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=CC=C1	LpxC inhibitors	SPK-0125564-001	1	C000003893			5.5	3.36	5.85	1.435	5.6	2.38	4.4	38.1	4.7	19	4.9	13.5			4.4	38.1	5.2	6.73																																							
SPK-0125563	C[C@@H](O)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=CC(F)=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125563-001	1	C000003887			5.3	5.23	5.75	1.965	5.6	2.62	4.4	41.8	5.3	5.23	5.3	5.23			4.4	41.8	5	10.5																																							
SPK-0125562	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125562-001	1	C000003884			5.3	6.32	6.6	0.2525	6.5	0.311	4.4	40.6	5.6	2.54	6.2	0.634			4.4	40.6	6	0.897																																							
SPK-0125561	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNCC(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125561-001	1	C000003867			5.7	1.98	6.25	0.615	6.1	0.82	4.4	37.1	4.7	18.5	5.5	3.28			4.4	37.1	5.5	3.28																																							
SPK-0125560	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(N)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125560-001	1	C000003866			6.2	0.656	6.9	0.1554	6.8	0.155	5	10.2	6.1	0.805	6.7	0.198			5	10.2	6.3	0.507																																							
SPK-0125559	C[C@@H](N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(Cl)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125559-001	1	C000003847			5.3	5.03	5.75	1.885	5.9	1.26	4.4	40.2	5.3	5.03	5.3	5.03			4.4	40.2	5	10.1																																							
SPK-0125558	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=CN1C)C(=O)NO	LpxC inhibitors	SPK-0125558-001	1	C000003839			5.45	4.095	5.45	4.095	5	10.9	4.4	43.7	4.4	43.7	4.4	43.7			4.4	43.7	4.4	43.7																																							
SPK-0125557	C[C@@H](N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(C=C2)C(F)(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125557-001	1	C000003834			4.85	13.885	5.3	4.64	5.3	4.64	4.7	18.5	4.7	18.5	5.3	4.64			4.4	37.1	4.7	18.5																																							
